input_id,link,title,category,address,open_hours,popular_times,website,phone,plus_code,review_count,review_rating,reviews_per_rating,latitude,longitude,cid,status,descriptions,reviews_link,thumbnail,timezone,price_range,data_id,images,reservations,order_online,menu,owner,complete_address,about,user_reviews,emails
54dbdaac-8c2f-4a1b-8f38-b9b3a608a08d,https://www.google.com/maps/place/Pyntail+-+Fastest+Growing+Mobile+and+Game+Development+Studio/data=!4m7!3m6!1s0x80c2b6d738f21891:0xde9fac4c40a137a1!8m2!3d33.9471392!4d-118.3826788!16s%2Fg%2F1q5bs9cp3!19sChIJkRjyONe2woARoTehQEysn94?authuser=0&hl=en&rclk=1,Pyntail - Fastest Growing Mobile and Game Development Studio,Software company,"5777 W Century Blvd, Los Angeles, CA 90045, United States","{""Friday"":[""9 am–6 pm""],""Monday"":[""9 am–6 pm""],""Saturday"":[""Closed""],""Sunday"":[""Closed""],""Thursday"":[""9 am–6 pm""],""Tuesday"":[""9 am–6 pm""],""Wednesday"":[""9 am–6 pm""]}",{},,+1 310-692-4843,"WJW8+VW Los Angeles, California, USA",0,0.000000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",33.947139,-118.382679,16041729841218795425,Closed ⋅ Opens 9 am Mon,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9aJfkPLklTNSzqBo44Qkmw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=182.1756&pitch=0&thumbfov=100,America/Los_Angeles,,0x80c2b6d738f21891:0xde9fac4c40a137a1,"[{""title"":""All"",""image"":""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9aJfkPLklTNSzqBo44Qkmw\u0026cb_client=maps_sv.tactile.gps\u0026w=224\u0026h=298\u0026yaw=182.1756\u0026pitch=0\u0026thumbfov=100""},{""title"":""By owner"",""image"":""https://lh5.googleusercontent.com/p/AF1QipNrV-p7_uXrsd4Y3Gt9emJE9WFeKAO0B0S8r89P=w332-h298-k-no""},{""title"":""Street View \u0026 360°"",""image"":""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9aJfkPLklTNSzqBo44Qkmw\u0026cb_client=maps_sv.tactile.gps\u0026w=224\u0026h=298\u0026yaw=182.1756\u0026pitch=0\u0026thumbfov=100""}]",null,null,"{""link"":"""",""source"":""""}","{""id"":""111826120292404804700"",""name"":""Pyntail - Fastest Growing Mobile and Game Development Studio (Owner)"",""link"":""https://www.google.com/maps/contrib/111826120292404804700""}","{""borough"":""Westchester"",""street"":""5777 W Century Blvd"",""city"":""Los Angeles"",""postal_code"":""90045"",""state"":""California"",""country"":""US""}","[{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair-accessible car park"",""enabled"":true},{""name"":""Wheelchair-accessible entrance"",""enabled"":true}]}]",null,
54dbdaac-8c2f-4a1b-8f38-b9b3a608a08d,https://www.google.com/maps/place/%F0%9F%95%B9%EF%B8%8F+Game+Development+Los+Angeles/data=!4m7!3m6!1s0x80c2c16b944fb6c7:0xa0fe56e9235f715c!8m2!3d34.1243917!4d-118.2583341!16s%2Fg%2F11vz48v8ny!19sChIJx7ZPlGvBwoARXHFfI-lW_qA?authuser=0&hl=en&rclk=1,🕹️ Game Development Los Angeles,Software company,"1650 Gardena Ave, Glendale, CA 91204, United States","{""Friday"":[""9 am–6:30 pm""],""Monday"":[""9 am–6:30 pm""],""Saturday"":[""Closed""],""Sunday"":[""Closed""],""Thursday"":[""9 am–6:30 pm""],""Tuesday"":[""9 am–6:30 pm""],""Wednesday"":[""9 am–6:30 pm""]}",{},https://www.fanstudio.us/,+1 213-438-9776,"4PFR+QM Glendale, California, USA",0,0.000000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",34.124392,-118.258334,11600805249473802588,Closed ⋅ Opens 9 am Mon,,,https://lh5.googleusercontent.com/p/AF1QipOE2hfhttydsnxqGZmCXoXSSnvJHg9TcwZ7qFuV=w408-h261-k-no,America/Los_Angeles,,0x80c2c16b944fb6c7:0xa0fe56e9235f715c,"[{""title"":""All"",""image"":""https://lh5.googleusercontent.com/p/AF1QipOE2hfhttydsnxqGZmCXoXSSnvJHg9TcwZ7qFuV=w464-h298-k-no""},{""title"":""By owner"",""image"":""https://lh5.googleusercontent.com/p/AF1QipMlPqFwF2AuXAqW0-7UaydXrSlF2w2u6nLNTAWE=w529-h298-k-no""},{""title"":""Street View \u0026 360°"",""image"":""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=j_Ycp9QCsVbIYQ1njv44Xg\u0026cb_client=maps_sv.tactile.gps\u0026w=224\u0026h=298\u0026yaw=23.847832\u0026pitch=0\u0026thumbfov=100""}]",null,"[{""link"":""https://meetings.hubspot.com/andrew-buta"",""source"":""hubspot.com""}]","{""link"":"""",""source"":""""}","{""id"":""106467367295741082889"",""name"":""🕹️ Game Development Los Angeles (Owner)"",""link"":""https://www.google.com/maps/contrib/106467367295741082889""}","{""borough"":""Tropico"",""street"":""1650 Gardena Ave"",""city"":""Glendale"",""postal_code"":""91204"",""state"":""California"",""country"":""US""}","[{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair-accessible car park"",""enabled"":true},{""name"":""Wheelchair-accessible entrance"",""enabled"":true}]}]",null,"hello@fanstudio.co.uk, hello@fanstudio.us, romania@fanstudio.co.uk"
54dbdaac-8c2f-4a1b-8f38-b9b3a608a08d,https://www.google.com/maps/place/Appsnation+California+%28Mobile+Apps+%7C+Games+%7C+VR+%2FAR+%7C+Metaverse+%26+Software+Development+Company%29/data=!4m7!3m6!1s0x80c2bf4180cfb6b3:0x697ef1b840cadba5!8m2!3d34.0206049!4d-118.4241617!16s%2Fg%2F11pdq8r8m4!19sChIJs7bPgEG_woARpdvKQLjxfmk?authuser=0&hl=en&rclk=1,Appsnation California (Mobile Apps | Games | VR /AR | Metaverse & Software Development Company),Software company,"3415 S Sepulveda Blvd #1100, Los Angeles, CA 90034, United States","{""Friday"":[""9 am–6:30 pm""],""Monday"":[""9 am–6:30 pm""],""Saturday"":[""Closed""],""Sunday"":[""Closed""],""Thursday"":[""9 am–6:30 pm""],""Tuesday"":[""9 am–6:30 pm""],""Wednesday"":[""9 am–6:30 pm""]}",{},https://appsnation.co/,+1 253-528-4174,"2HCG+68 Los Angeles, California, USA",0,0.000000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",34.020605,-118.424162,7601778994711288741,Closed ⋅ Opens 9 am Mon,,,https://lh5.googleusercontent.com/p/AF1QipO0K6my9DHrTZJIOn8Ipe8ERR7a7S_CbQ9plREW=w408-h306-k-no,America/Los_Angeles,,0x80c2bf4180cfb6b3:0x697ef1b840cadba5,"[{""title"":""All"",""image"":""https://lh5.googleusercontent.com/p/AF1QipO0K6my9DHrTZJIOn8Ipe8ERR7a7S_CbQ9plREW=w397-h298-k-no""},{""title"":""Computer"",""image"":""https://lh5.googleusercontent.com/p/AF1QipOs5u3cHfQm9zRVCrzIkqvZ7XTTChLF1pEB2d3m=w445-h298-k-no""},{""title"":""By owner"",""image"":""https://lh5.googleusercontent.com/p/AF1QipPpkbqS68CyxYfLQ1rds96Tfm3IBV9l7cgQoHeX=w445-h298-k-no""},{""title"":""Street View \u0026 360°"",""image"":""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nF1SoNLIVoAz0O3u28isPQ\u0026cb_client=maps_sv.tactile.gps\u0026w=224\u0026h=298\u0026yaw=276.37683\u0026pitch=0\u0026thumbfov=100""}]",null,null,"{""link"":"""",""source"":""""}","{""id"":""100364435568994182420"",""name"":""Appsnation California (Mobile Apps | Games | VR /AR | Metaverse \u0026 Software Development Company) (Owner)"",""link"":""https://www.google.com/maps/contrib/100364435568994182420""}","{""borough"":""Palms"",""street"":""3415 S Sepulveda Blvd #1100"",""city"":""Los Angeles"",""postal_code"":""90034"",""state"":""California"",""country"":""US""}","[{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair-accessible car park"",""enabled"":true},{""name"":""Wheelchair-accessible entrance"",""enabled"":true}]},{""id"":""planning"",""name"":""Planning"",""options"":[{""name"":""Appointment required"",""enabled"":true}]}]",null,"info@appsnation.co, sales@appsnation.co, info@appsnation.com, sales@appsnation.com"
54dbdaac-8c2f-4a1b-8f38-b9b3a608a08d,https://www.google.com/maps/place/Hyperkinetic+Studios/data=!4m7!3m6!1s0x80c2b980606b82db:0x5c838817ac312dcb!8m2!3d34.0285165!4d-118.391552!16s%2Fg%2F11bt_hk5kq!19sChIJ24JrYIC5woARyy0xrBeIg1w?authuser=0&hl=en&rclk=1,Hyperkinetic Studios,Software company,"8929 Exposition Blvd, Los Angeles, CA 90034, United States",{},{},http://www.hyperkineticstudios.com/,+1 424-298-8182,"2JH5+C9 Los Angeles, California, USA",8,5.000000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":8}",34.028516,-118.391552,6666321508692995531,,,https://search.google.com/local/reviews?placeid=ChIJ24JrYIC5woARyy0xrBeIg1w&q=Hyperkinetic+Studios&authuser=0&hl=en&gl=PK,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Wa5RaaE4OixI93P5NMDH7g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=19.269222&pitch=0&thumbfov=100,America/Los_Angeles,,0x80c2b980606b82db:0x5c838817ac312dcb,"[{""title"":""All"",""image"":""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Wa5RaaE4OixI93P5NMDH7g\u0026cb_client=maps_sv.tactile.gps\u0026w=224\u0026h=298\u0026yaw=19.269222\u0026pitch=0\u0026thumbfov=100""},{""title"":""Street View \u0026 360°"",""image"":""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Wa5RaaE4OixI93P5NMDH7g\u0026cb_client=maps_sv.tactile.gps\u0026w=224\u0026h=298\u0026yaw=19.269222\u0026pitch=0\u0026thumbfov=100""}]",null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":""Hyperkinetic Studios (Owner)"",""link"":""""}","{""borough"":""Palms"",""street"":""8929 Exposition Blvd"",""city"":""Los Angeles"",""postal_code"":""90034"",""state"":""California"",""country"":""US""}","[{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair-accessible car park"",""enabled"":true}]}]",null,info@hyperkineticstudios.com
54dbdaac-8c2f-4a1b-8f38-b9b3a608a08d,https://www.google.com/maps/place/Kevuru+Games/data=!4m7!3m6!1s0x80c2c7a25eb67535:0x1a107bfb5778bd97!8m2!3d34.0171162!4d-118.4972486!16s%2Fg%2F11h0091xl0!19sChIJNXW2XqLHwoARl714V_t7EBo?authuser=0&hl=en&rclk=1,Kevuru Games,Art studio,"312 Arizona Ave, Santa Monica, CA 90401, United States","{""Friday"":[""9 am–8 pm""],""Monday"":[""9 am–8 pm""],""Saturday"":[""Closed""],""Sunday"":[""Closed""],""Thursday"":[""9 am–8 pm""],""Tuesday"":[""9 am–8 pm""],""Wednesday"":[""9 am–8 pm""]}",{},https://kevurugames.com/,+1 424-413-5692,"2G83+R4 Santa Monica, California, USA",0,0.000000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",34.017116,-118.497249,1878137364048035223,Closed ⋅ Opens 9 am Mon,,,https://lh5.googleusercontent.com/p/AF1QipOPB6ssO86bBeRAyYxW_tBWycft9JTQbzYY7jM2=w408-h241-k-no,America/Los_Angeles,,0x80c2c7a25eb67535:0x1a107bfb5778bd97,"[{""title"":""All"",""image"":""https://lh5.googleusercontent.com/p/AF1QipOPB6ssO86bBeRAyYxW_tBWycft9JTQbzYY7jM2=w503-h298-k-no""},{""title"":""Inside"",""image"":""https://lh5.googleusercontent.com/p/AF1QipOPB6ssO86bBeRAyYxW_tBWycft9JTQbzYY7jM2=w503-h298-k-no""},{""title"":""By owner"",""image"":""https://lh5.googleusercontent.com/p/AF1QipNraC4MQ-lcUyVfP4ty5nelzbKBCgznLno18esl=w473-h298-k-no""},{""title"":""Street View \u0026 360°"",""image"":""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=D9pc2Eb47vNNZL9O-JQjwA\u0026cb_client=maps_sv.tactile.gps\u0026w=224\u0026h=298\u0026yaw=140.54802\u0026pitch=0\u0026thumbfov=100""}]",null,null,"{""link"":"""",""source"":""""}","{""id"":""100663658268040883484"",""name"":""Kevuru Games (Owner)"",""link"":""https://www.google.com/maps/contrib/100663658268040883484""}","{""borough"":""Downtown"",""street"":""312 Arizona Ave"",""city"":""Santa Monica"",""postal_code"":""90401"",""state"":""California"",""country"":""US""}","[{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair-accessible car park"",""enabled"":true},{""name"":""Wheelchair-accessible entrance"",""enabled"":true}]}]",null,contact@kevurugames.com
54dbdaac-8c2f-4a1b-8f38-b9b3a608a08d,https://www.google.com/maps/place/Interactive+Media+%26+Games+Division/data=!4m7!3m6!1s0x80c2c7b5d9fdec47:0xeec783e117f2774a!8m2!3d34.0235782!4d-118.2865012!16s%2Fg%2F11krfgcn61!19sChIJR-z92bXHwoARSnfyF-GDx-4?authuser=0&hl=en&rclk=1,Interactive Media & Games Division,Academic department,"SCA 2nd Floor, 900 W 34th St, Los Angeles, CA 90007, United States",{},{},https://cinema.usc.edu/interactive/index.cfm,+1 213-821-4472,"2PF7+C9 Los Angeles, California, USA",0,0.000000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",34.023578,-118.286501,17205865904184915786,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1fggMRo0Ln9TgkrkxoM0LA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=215.77437&pitch=0&thumbfov=100,America/Los_Angeles,,0x80c2c7b5d9fdec47:0xeec783e117f2774a,"[{""title"":""All"",""image"":""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1fggMRo0Ln9TgkrkxoM0LA\u0026cb_client=maps_sv.tactile.gps\u0026w=224\u0026h=298\u0026yaw=215.77437\u0026pitch=0\u0026thumbfov=100""},{""title"":""Street View \u0026 360°"",""image"":""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1fggMRo0Ln9TgkrkxoM0LA\u0026cb_client=maps_sv.tactile.gps\u0026w=224\u0026h=298\u0026yaw=215.77437\u0026pitch=0\u0026thumbfov=100""}]",null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":""Interactive Media \u0026 Games Division (Owner)"",""link"":""""}","{""borough"":""University Park"",""street"":""SCA 2nd Floor, 900 W 34th St"",""city"":""Los Angeles"",""postal_code"":""90007"",""state"":""California"",""country"":""US""}","[{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair-accessible car park"",""enabled"":true},{""name"":""Wheelchair-accessible entrance"",""enabled"":true}]}]",null,sroberts@cinema.usc.edu
54dbdaac-8c2f-4a1b-8f38-b9b3a608a08d,"https://www.google.com/maps/place/Elevated+Games,+Inc./data=!4m7!3m6!1s0x80c2b12fa5aff087:0x4136ba1a8fc0e0bc!8m2!3d33.9799823!4d-118.4063608!16s%2Fg%2F11jpgfftxm!19sChIJh_CvpS-xwoARvODAjxq6NkE?authuser=0&hl=en&rclk=1","Elevated Games, Inc.",Software company,"12130 Millennium Dr, Los Angeles, CA 90094, United States",{},{},,+1 949-667-1979,"XHHV+XF Los Angeles, California, USA",0,0.000000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",33.979982,-118.406361,4699147884451389628,,,,,America/Los_Angeles,,0x80c2b12fa5aff087:0x4136ba1a8fc0e0bc,[],null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":""Elevated Games, Inc. (Owner)"",""link"":""""}","{""borough"":""Playa Vista"",""street"":""12130 Millennium Dr"",""city"":""Los Angeles"",""postal_code"":""90094"",""state"":""California"",""country"":""US""}","[{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair-accessible car park"",""enabled"":true},{""name"":""Wheelchair-accessible entrance"",""enabled"":true}]}]",null,
54dbdaac-8c2f-4a1b-8f38-b9b3a608a08d,https://www.google.com/maps/place/Devoted+Studios/data=!4m7!3m6!1s0x6c8ba6717eaedd23:0x600fa8fe3c18a5f!8m2!3d37.3106145!4d-96.184224!16s%2Fg%2F11srzrfvjx!19sChIJI92ufnGmi2wRX4rB44_6AAY?authuser=0&hl=en&rclk=1,Devoted Studios,Software company,,{},{},https://devotedstudios.com/,,,1,5.000000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":1}",37.310614,-96.184224,432621060135946847,,,https://search.google.com/local/reviews?placeid=ChIJI92ufnGmi2wRX4rB44_6AAY&q=Devoted+Studios&authuser=0&hl=en&gl=PK,https://lh5.googleusercontent.com/p/AF1QipO-2prsXgHoKuPdYu6BLqYkhgurb7W4qNSSRuDP=w412-h240-k-no,America/Los_Angeles,,0x6c8ba6717eaedd23:0x600fa8fe3c18a5f,"[{""title"":""All"",""image"":""https://lh5.googleusercontent.com/p/AF1QipO-2prsXgHoKuPdYu6BLqYkhgurb7W4qNSSRuDP=w512-h298-k-no""},{""title"":""By owner"",""image"":""https://lh5.googleusercontent.com/p/AF1QipNrBMwYu1G7hMNFgpVDtCPvhtTq_hHblmFD5qR5=w515-h298-k-no""}]",null,null,"{""link"":"""",""source"":""""}","{""id"":""101876519127513711885"",""name"":""Devoted Studios (Owner)"",""link"":""https://www.google.com/maps/contrib/101876519127513711885""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}","[{""id"":""from_the_business"",""name"":""From the business"",""options"":[{""name"":""Identifies as women-owned"",""enabled"":true}]},{""id"":""service_options"",""name"":""Service options"",""options"":[{""name"":""Online appointments"",""enabled"":true}]}]",null,
54dbdaac-8c2f-4a1b-8f38-b9b3a608a08d,https://www.google.com/maps/place/UCLA+Game+Lab/data=!4m7!3m6!1s0x80c2bc8a1375d95b:0x8f1029c91485081d!8m2!3d34.0759478!4d-118.4407669!16s%2Fg%2F1vgqdby2!19sChIJW9l1E4q8woARHQiFFMkpEI8?authuser=0&hl=en&rclk=1,UCLA Game Lab,Art school,"240 Charles E Young Dr N, Los Angeles, CA 90095, United States",{},{},http://games.ucla.edu/,+1 310-206-0363,"3HG5+9M Los Angeles, California, USA",1,5.000000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":1}",34.075948,-118.440767,10308785490660493341,,,https://search.google.com/local/reviews?placeid=ChIJW9l1E4q8woARHQiFFMkpEI8&q=UCLA+Game+Lab&authuser=0&hl=en&gl=PK,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PNnUtIx4UBVUKtjFypfgNw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=123.208984&pitch=0&thumbfov=100,America/Los_Angeles,,0x80c2bc8a1375d95b:0x8f1029c91485081d,"[{""title"":""All"",""image"":""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PNnUtIx4UBVUKtjFypfgNw\u0026cb_client=maps_sv.tactile.gps\u0026w=224\u0026h=298\u0026yaw=123.208984\u0026pitch=0\u0026thumbfov=100""},{""title"":""Street View \u0026 360°"",""image"":""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PNnUtIx4UBVUKtjFypfgNw\u0026cb_client=maps_sv.tactile.gps\u0026w=224\u0026h=298\u0026yaw=123.208984\u0026pitch=0\u0026thumbfov=100""}]",null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":""UCLA Game Lab (Owner)"",""link"":""""}","{""borough"":""Westwood"",""street"":""240 Charles E Young Dr N"",""city"":""Los Angeles"",""postal_code"":""90095"",""state"":""California"",""country"":""US""}","[{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair-accessible car park"",""enabled"":true},{""name"":""Wheelchair-accessible entrance"",""enabled"":true}]}]",null,
54dbdaac-8c2f-4a1b-8f38-b9b3a608a08d,"https://www.google.com/maps/place/WAYPOINT:+Video+Game+Trailers,+Branding,+Keyart,+Websites,+Figurines+and+more/data=!4m7!3m6!1s0x80c2c0ffe044b597:0x711076dd79259246!8m2!3d34.0471696!4d-118.4492043!16s%2Fg%2F11h04zc4_!19sChIJl7VE4P_AwoARRpIled12EHE?authuser=0&hl=en&rclk=1","WAYPOINT: Video Game Trailers, Branding, Keyart, Websites, Figurines and more",Advertising agency,"1545 Sawtelle Blvd #21, Los Angeles, CA 90025, United States","{""Friday"":[""9 am–6 pm""],""Monday"":[""9 am–6 pm""],""Saturday"":[""Closed""],""Sunday"":[""Closed""],""Thursday"":[""9 am–6 pm""],""Tuesday"":[""9 am–6 pm""],""Wednesday"":[""9 am–6 pm""]}",{},http://www.waypoint.la/,+1 310-467-6942,"2HW2+V8 Los Angeles, California, USA",3,3.700000,"{""1"":1,""2"":0,""3"":0,""4"":0,""5"":2}",34.047170,-118.449204,8147142419505582662,Closed ⋅ Opens 9 am Mon,,"https://search.google.com/local/reviews?placeid=ChIJl7VE4P_AwoARRpIled12EHE&q=WAYPOINT:+Video+Game+Trailers,+Branding,+Keyart,+Websites,+Figurines+and+more&authuser=0&hl=en&gl=PK",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GtzOv1X9Bslill0DOixYqg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=225.89188&pitch=0&thumbfov=100,America/Los_Angeles,,0x80c2c0ffe044b597:0x711076dd79259246,"[{""title"":""All"",""image"":""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GtzOv1X9Bslill0DOixYqg\u0026cb_client=maps_sv.tactile.gps\u0026w=224\u0026h=298\u0026yaw=225.89188\u0026pitch=0\u0026thumbfov=100""},{""title"":""Street View \u0026 360°"",""image"":""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GtzOv1X9Bslill0DOixYqg\u0026cb_client=maps_sv.tactile.gps\u0026w=224\u0026h=298\u0026yaw=225.89188\u0026pitch=0\u0026thumbfov=100""}]",null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":""WAYPOINT: Video Game Trailers, Branding, Keyart, Websites, Figurines and more (Owner)"",""link"":""""}","{""borough"":""Sawtelle"",""street"":""1545 Sawtelle Blvd #21"",""city"":""Los Angeles"",""postal_code"":""90025"",""state"":""California"",""country"":""US""}",null,null,
