input_id,link,title,category,address,open_hours,popular_times,website,phone,plus_code,review_count,review_rating,reviews_per_rating,latitude,longitude,cid,status,descriptions,reviews_link,thumbnail,timezone,price_range,data_id,images,reservations,order_online,menu,owner,complete_address,about,user_reviews,emails
e405f804-418d-43a3-a8de-3d33268638ff,https://www.google.com/maps/place/G%C4%B0R%C4%B0%C5%9E%C4%B0M+AJANS+H%C4%B0ZMETLER%C4%B0/data=!4m7!3m6!1s0x14d341a84a13a857:0x9fbd4f8ba5820059!8m2!3d39.8907359!4d32.884287!16s%2Fg%2F11f6kx25p6!19sChIJV6gTSqhB0xQRWQCCpYtPvZ8?authuser=0&hl=en&rclk=1,GİRİŞİM AJANS HİZMETLERİ,Advertising agency,"Kırkkonaklar, GİRİŞİM AJANS HİZMETLERİ, 290. Sk. No:38, 06700 Çankaya/Ankara, Türkiye","{""Friday"":[""Open 24 hours""],""Monday"":[""Open 24 hours""],""Saturday"":[""Open 24 hours""],""Sunday"":[""Closed""],""Thursday"":[""Open 24 hours""],""Tuesday"":[""Open 24 hours""],""Wednesday"":[""Open 24 hours""]}",{},,+90 551 100 11 01,"VVRM+7P Çankaya, Ankara, Türkiye",0,0.000000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",39.890736,32.884287,11510443683824664665,Closed ⋅ Opens 12 am Mon,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=A7F-7vBDbGbo7enYpnVEbA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=309.58322&pitch=0&thumbfov=100,Europe/Istanbul,,0x14d341a84a13a857:0x9fbd4f8ba5820059,"[{""title"":""All"",""image"":""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=A7F-7vBDbGbo7enYpnVEbA\u0026cb_client=maps_sv.tactile.gps\u0026w=224\u0026h=298\u0026yaw=309.58322\u0026pitch=0\u0026thumbfov=100""},{""title"":""By owner"",""image"":""https://lh5.googleusercontent.com/p/AF1QipNV2maBndKQWOuTM9ZZv30B-yJsl-14J_0ucX4v=w224-h357-k-no""},{""title"":""Street View \u0026 360°"",""image"":""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=A7F-7vBDbGbo7enYpnVEbA\u0026cb_client=maps_sv.tactile.gps\u0026w=224\u0026h=298\u0026yaw=309.58322\u0026pitch=0\u0026thumbfov=100""}]",null,null,"{""link"":"""",""source"":""""}","{""id"":""115475096021772498418"",""name"":""GİRİŞİM AJANS HİZMETLERİ (Owner)"",""link"":""https://www.google.com/maps/contrib/115475096021772498418""}","{""borough"":""Kırkkonaklar"",""street"":""290. Sk. No:38"",""city"":""Çankaya"",""postal_code"":""06700"",""state"":""Ankara"",""country"":""TR""}","[{""id"":""service_options"",""name"":""Service options"",""options"":[{""name"":""Online appointments"",""enabled"":false},{""name"":""On-site services"",""enabled"":false}]}]",null,
e405f804-418d-43a3-a8de-3d33268638ff,https://www.google.com/maps/place/ASMA/data=!4m7!3m6!1s0x14d34f7e0c1c9063:0xc8e92afc368feeab!8m2!3d39.9079455!4d32.7504136!16s%2Fg%2F11bw4s7fnq!19sChIJY5AcDH5P0xQRq-6PNvwq6cg?authuser=0&hl=en&rclk=1,ASMA,Architect,"ODTÜ TEKNOKENT Bilişim İnovasyon Merkezi Mustafa Kemal Mahallesi, Dumlupınar Bulvarı, 280 / G Zemin Kat, Çankaya/Ankara, Türkiye","{""Friday"":[""9 am–6 pm""],""Monday"":[""9 am–6 pm""],""Saturday"":[""9 am–6 pm""],""Sunday"":[""Closed""],""Thursday"":[""9 am–6 pm""],""Tuesday"":[""9 am–6 pm""],""Wednesday"":[""9 am–6 pm""]}",{},https://asma.com.tr/,+90 312 438 22 25,"WQ52+55 Çankaya, Ankara, Türkiye",2,4.500000,"{""1"":0,""2"":0,""3"":0,""4"":1,""5"":1}",39.907945,32.750414,14477149739894697643,Closed ⋅ Opens 9 am Mon,,https://search.google.com/local/reviews?placeid=ChIJY5AcDH5P0xQRq-6PNvwq6cg&q=ASMA&authuser=0&hl=en&gl=PK,https://lh5.googleusercontent.com/p/AF1QipMKjTU5fC7ZHrPtUAPEiJU2dnBSAfVH1fnt6Z22=w648-h240-k-no,Europe/Istanbul,,0x14d34f7e0c1c9063:0xc8e92afc368feeab,"[{""title"":""All"",""image"":""https://lh5.googleusercontent.com/p/AF1QipMKjTU5fC7ZHrPtUAPEiJU2dnBSAfVH1fnt6Z22=w805-h298-k-no""},{""title"":""By owner"",""image"":""https://lh5.googleusercontent.com/p/AF1QipP-Rh71SjqSSibFPLMzKvyIBMYMZzGE0Cfkqwbe=w246-h298-k-no""}]",null,"[{""link"":""http://www.asma.com.tr/"",""source"":""asma.com.tr""}]","{""link"":"""",""source"":""""}","{""id"":""109839868295739074689"",""name"":""ASMA (Owner)"",""link"":""https://www.google.com/maps/contrib/109839868295739074689""}","{""borough"":""Mustafa Kemal"",""street"":""ODTÜ TEKNOKENT Bilişim İnovasyon Merkezi Mustafa Kemal Mahallesi, Dumlupınar Bulvarı, 280 / G Zemin Kat"",""city"":""Çankaya"",""postal_code"":"""",""state"":""Ankara"",""country"":""TR""}",null,null,
e405f804-418d-43a3-a8de-3d33268638ff,https://www.google.com/maps/place/MAYA+3D+BASKI+MERKEZ%C4%B0/data=!4m7!3m6!1s0x14d34fa6132e0aa9:0xfde6ec41e90aefb0!8m2!3d39.9102778!4d32.8582521!16s%2Fg%2F11f51vwr09!19sChIJqQouE6ZP0xQRsO8K6UHs5v0?authuser=0&hl=en&rclk=1,MAYA 3D BASKI MERKEZİ,Industrial design company,"Remzi Oğuz Arık, MAYA 3D BASKI MERKEZİ, Bestekar Cd no:30/11, 06680 Çankaya/Ankara, Türkiye","{""Friday"":[""10 am–8 pm""],""Monday"":[""10 am–8 pm""],""Saturday"":[""10 am–8 pm""],""Sunday"":[""1:30–8 pm""],""Thursday"":[""10 am–8 pm""],""Tuesday"":[""10 am–8 pm""],""Wednesday"":[""10 am–8 pm""]}",{},http://www.mayadesignart.com/,+90 542 717 31 97,"WV65+48 Çankaya, Ankara, Türkiye",18,4.800000,"{""1"":1,""2"":0,""3"":0,""4"":0,""5"":17}",39.910278,32.858252,18295570304066056112,Closed ⋅ Opens 10 am Mon,,https://search.google.com/local/reviews?placeid=ChIJqQouE6ZP0xQRsO8K6UHs5v0&q=MAYA+3D+BASKI+MERKEZ%C4%B0&authuser=0&hl=en&gl=PK,https://lh5.googleusercontent.com/p/AF1QipMtCMUq1uSGuphd-159I1l04gMThKCuU3l8BZr3=w408-h544-k-no,Europe/Istanbul,,0x14d34fa6132e0aa9:0xfde6ec41e90aefb0,"[{""title"":""All"",""image"":""https://lh5.googleusercontent.com/p/AF1QipMtCMUq1uSGuphd-159I1l04gMThKCuU3l8BZr3=w224-h298-k-no""},{""title"":""Inside"",""image"":""https://lh5.googleusercontent.com/p/AF1QipNYAYdRJzEoV66CneR2iFfDoPcFK9lraSYLolye=w529-h298-k-no""},{""title"":""By owner"",""image"":""https://lh5.googleusercontent.com/p/AF1QipN94zVFyUT5pMFGrGOQr5EqShc_qznMUc5_Ea17=w529-h298-k-no""},{""title"":""Street View \u0026 360°"",""image"":""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8KczKhHh4LRLVEUmQR1tnQ\u0026cb_client=maps_sv.tactile.gps\u0026w=224\u0026h=298\u0026yaw=234.39441\u0026pitch=0\u0026thumbfov=100""}]",null,null,"{""link"":"""",""source"":""""}","{""id"":""118404378741865375686"",""name"":""MAYA 3D BASKI MERKEZİ (Owner)"",""link"":""https://www.google.com/maps/contrib/118404378741865375686""}","{""borough"":""Remzi Oğuz Arık"",""street"":""Bestekar Cd no:30/11"",""city"":""Çankaya"",""postal_code"":""06680"",""state"":""Ankara"",""country"":""TR""}","[{""id"":""service_options"",""name"":""Service options"",""options"":[{""name"":""Online appointments"",""enabled"":true},{""name"":""On-site services"",""enabled"":true}]},{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair-accessible car park"",""enabled"":true},{""name"":""Wheelchair-accessible seating"",""enabled"":false},{""name"":""Wheelchair-accessible toilet"",""enabled"":false}]},{""id"":""planning"",""name"":""Planning"",""options"":[{""name"":""Appointment required"",""enabled"":true}]}]",null,
e405f804-418d-43a3-a8de-3d33268638ff,https://www.google.com/maps/place/Devasa+Media/data=!4m7!3m6!1s0x14d34eac49633169:0xb26a083793350687!8m2!3d39.8855049!4d32.665442!16s%2Fg%2F11h1yf0zzw!19sChIJaTFjSaxO0xQRhwY1kzcIarI?authuser=0&hl=en&rclk=1,Devasa Media,Advertising agency,"Konutkent, Devasa Media, SİSA KULE, Dumlupınar Blv. No:381 D:29.Kat No:257, 06810 Çankaya/Ankara, Türkiye","{""Friday"":[""9 am–7 pm""],""Monday"":[""9 am–7 pm""],""Saturday"":[""9 am–7 pm""],""Sunday"":[""Closed""],""Thursday"":[""9 am–7 pm""],""Tuesday"":[""9 am–7 pm""],""Wednesday"":[""9 am–7 pm""]}",{},https://devasamedia.com/,+90 542 425 82 80,"VMP8+65 Çankaya, Ankara, Türkiye",23,5.000000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":23}",39.885505,32.665442,12856097121068451463,Closed ⋅ Opens 9 am Mon,,https://search.google.com/local/reviews?placeid=ChIJaTFjSaxO0xQRhwY1kzcIarI&q=Devasa+Media&authuser=0&hl=en&gl=PK,https://lh5.googleusercontent.com/p/AF1QipOLCvgfY96gdo-hK_eoVi-fUTat9QgRNc6DIm-S=w408-h271-k-no,Europe/Istanbul,,0x14d34eac49633169:0xb26a083793350687,"[{""title"":""All"",""image"":""https://lh5.googleusercontent.com/p/AF1QipOLCvgfY96gdo-hK_eoVi-fUTat9QgRNc6DIm-S=w447-h298-k-no""},{""title"":""Exterior"",""image"":""https://lh5.googleusercontent.com/p/AF1QipMAkQmev75n988SOvT9FB8m2WCKYxp8i14CPC24=w529-h298-k-no""},{""title"":""Videos"",""image"":""https://lh5.googleusercontent.com/p/AF1QipN66QeUrIaj9nCj_0STeMt1NXzvgIZg4zI_6q3q=w529-h298-k-no""},{""title"":""Inside"",""image"":""https://lh5.googleusercontent.com/p/AF1QipObKyjsq_b_iAQkvcqxxh2EnOKRyymLov6kXsX0=w449-h298-k-no""},{""title"":""By owner"",""image"":""https://lh5.googleusercontent.com/p/AF1QipOwncwmRtOZXJvzWPa5GtaW2K6xDS2555HVN3iC=w529-h298-k-no""},{""title"":""Street View \u0026 360°"",""image"":""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=22eSC2hA32wUhAjOLKmapA\u0026cb_client=maps_sv.tactile.gps\u0026w=224\u0026h=298\u0026yaw=145.20985\u0026pitch=0\u0026thumbfov=100""}]",null,"[{""link"":""http://devasamedia.com/iletisim/"",""source"":""devasamedia.com""}]","{""link"":"""",""source"":""""}","{""id"":""118014139194365631191"",""name"":""Devasa Media (Owner)"",""link"":""https://www.google.com/maps/contrib/118014139194365631191""}","{""borough"":""Konutkent"",""street"":""SİSA KULE, Dumlupınar Blv. No:381 D:29.Kat No:257"",""city"":""Çankaya"",""postal_code"":""06810"",""state"":""Ankara"",""country"":""TR""}","[{""id"":""service_options"",""name"":""Service options"",""options"":[{""name"":""Online appointments"",""enabled"":true},{""name"":""On-site services"",""enabled"":true}]},{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair-accessible car park"",""enabled"":true},{""name"":""Wheelchair-accessible entrance"",""enabled"":true},{""name"":""Wheelchair-accessible seating"",""enabled"":true},{""name"":""Wheelchair-accessible toilet"",""enabled"":true}]},{""id"":""amenities"",""name"":""Amenities"",""options"":[{""name"":""Gender-neutral toilets"",""enabled"":true}]}]",null,"info@devasamedia.com, devasamedia@gmail.com"
e405f804-418d-43a3-a8de-3d33268638ff,https://www.google.com/maps/place/MatbaaGo/data=!4m7!3m6!1s0x14d349f501489bd9:0x684ae80a2c044d01!8m2!3d39.947345!4d32.7256704!16s%2Fg%2F11y3y8lhsx!19sChIJ2ZtIAfVJ0xQRAU0ELAroSmg?authuser=0&hl=en&rclk=1,MatbaaGo,Print shop,"İnönü, MatbaaGo, Atlantik İş Merkezi, 1733. Sk. No:5 Kapı No:5, 06170 Yenimahalle/Ankara, Türkiye","{""Friday"":[""9 am–6 pm""],""Monday"":[""9 am–6 pm""],""Saturday"":[""9 am–6 pm""],""Sunday"":[""Closed""],""Thursday"":[""9 am–6 pm""],""Tuesday"":[""9 am–6 pm""],""Wednesday"":[""9 am–6 pm""]}",{},https://www.matbaago.com/,+90 532 053 27 02,"WPWG+W7 Yenimahalle, Ankara, Türkiye",1,5.000000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":1}",39.947345,32.725670,7515074058606890241,Closed ⋅ Opens 9 am Mon,,https://search.google.com/local/reviews?placeid=ChIJ2ZtIAfVJ0xQRAU0ELAroSmg&q=MatbaaGo&authuser=0&hl=en&gl=PK,https://lh5.googleusercontent.com/p/AF1QipM93rHFg-6N09y_vAXg60Jq37Hgo398oSpxjENi=w408-h306-k-no,Europe/Istanbul,,0x14d349f501489bd9:0x684ae80a2c044d01,"[{""title"":""All"",""image"":""https://lh5.googleusercontent.com/p/AF1QipM93rHFg-6N09y_vAXg60Jq37Hgo398oSpxjENi=w397-h298-k-no""},{""title"":""Inside"",""image"":""https://lh5.googleusercontent.com/p/AF1QipO0odwAXM2afogC2oKI2h--xIhn4JeuiO1yGlln=w397-h298-k-no""},{""title"":""By owner"",""image"":""https://lh5.googleusercontent.com/p/AF1QipMofybbjMSM_SDmmJkMGv2Cmw-VFJeovmY4WcS1=w397-h298-k-no""}]",null,null,"{""link"":"""",""source"":""""}","{""id"":""104955804689596337197"",""name"":""MatbaaGo (Owner)"",""link"":""https://www.google.com/maps/contrib/104955804689596337197""}","{""borough"":""İnönü"",""street"":""Atlantik İş Merkezi, 1733. Sk. No:5 Kapı No:5"",""city"":""Yenimahalle"",""postal_code"":""06170"",""state"":""Ankara"",""country"":""TR""}","[{""id"":""service_options"",""name"":""Service options"",""options"":[{""name"":""Kerbside pickup"",""enabled"":true},{""name"":""Online appointments"",""enabled"":true},{""name"":""Delivery"",""enabled"":true},{""name"":""In-store pick-up"",""enabled"":true},{""name"":""In-store shopping"",""enabled"":true},{""name"":""On-site services"",""enabled"":true},{""name"":""Same-day delivery"",""enabled"":true}]},{""id"":""amenities"",""name"":""Amenities"",""options"":[{""name"":""Gender-neutral toilets"",""enabled"":true},{""name"":""Wi-Fi"",""enabled"":true},{""name"":""Wi-Fi"",""enabled"":false}]},{""id"":""planning"",""name"":""Planning"",""options"":[{""name"":""Appointment required"",""enabled"":true}]},{""id"":""payments"",""name"":""Payments"",""options"":[{""name"":""Cheques"",""enabled"":true},{""name"":""Credit cards"",""enabled"":true},{""name"":""Debit cards"",""enabled"":true},{""name"":""NFC mobile payments"",""enabled"":true},{""name"":""Credit cards"",""enabled"":false}]},{""id"":""parking"",""name"":""Parking"",""options"":[{""name"":""Free multi-storey car park"",""enabled"":true},{""name"":""Free parking lot"",""enabled"":true}]}]",null,
e405f804-418d-43a3-a8de-3d33268638ff,https://www.google.com/maps/place/Deep+Fusion+Studio/data=!4m7!3m6!1s0x14d3462b5a9c617d:0xd0a85c2343ad7704!8m2!3d39.909403!4d32.7640516!16s%2Fg%2F11j4ts1jzd!19sChIJfWGcWitG0xQRBHetQyNcqNA?authuser=0&hl=en&rclk=1,Deep Fusion Studio,Graphic designer,"Mustafa Kemal, Deep Fusion Studio, MAIDAN İş ve Yaşam Merkezi- B Blok No:10, 2118. Cd. No:4 06510, Çankaya/Ankara, Türkiye",{},{},,+90 539 843 81 71,"WQ57+QJ Çankaya, Ankara, Türkiye",0,0.000000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",39.909403,32.764052,15035368662505453316,,,,,Europe/Istanbul,,0x14d3462b5a9c617d:0xd0a85c2343ad7704,[],null,null,"{""link"":"""",""source"":""""}","{""id"":"""",""name"":""Deep Fusion Studio (Owner)"",""link"":""""}","{""borough"":""Mustafa Kemal"",""street"":""MAIDAN İş ve Yaşam Merkezi- B Blok No:10, 2118. Cd. No:4 06510"",""city"":""Çankaya"",""postal_code"":"""",""state"":""Ankara"",""country"":""TR""}",null,null,
e405f804-418d-43a3-a8de-3d33268638ff,https://www.google.com/maps/place/ULEPUS+LTD./data=!4m7!3m6!1s0x14d347d02cb201b1:0x80c886c97d93059c!8m2!3d39.9078946!4d32.7503886!16s%2Fg%2F11rpkw7vw4!19sChIJsQGyLNBH0xQRnAWTfcmGyIA?authuser=0&hl=en&rclk=1,ULEPUS LTD.,Design agency,"ODTU Teknokent Mustafa Kemal Mahallesi Dumlupınar Bulvarı No:280/G İç Kapı No:1118, 06800 Çankaya/Ankara, Türkiye","{""Friday"":[""9 am–6 pm""],""Monday"":[""9 am–6 pm""],""Saturday"":[""Closed""],""Sunday"":[""Closed""],""Thursday"":[""9 am–6 pm""],""Tuesday"":[""9 am–6 pm""],""Wednesday"":[""9 am–6 pm""]}",{},http://ulepus.com/,,"WQ52+55 Çankaya, Ankara, Türkiye",0,0.000000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",39.907895,32.750389,9279815232150242716,Closed ⋅ Opens 9 am Mon,,,,Europe/Istanbul,,0x14d347d02cb201b1:0x80c886c97d93059c,[],null,null,"{""link"":"""",""source"":""""}","{""id"":""114625521543094733284"",""name"":""ULEPUS LTD. (Owner)"",""link"":""https://www.google.com/maps/contrib/114625521543094733284""}","{""borough"":""Mustafa Kemal"",""street"":""ODTU Teknokent Mustafa Kemal Mahallesi Dumlupınar Bulvarı No:280/G İç Kapı No:1118"",""city"":""Çankaya"",""postal_code"":""06800"",""state"":""Ankara"",""country"":""TR""}",null,null,info@ulepus.com
e405f804-418d-43a3-a8de-3d33268638ff,https://www.google.com/maps/place/Nestart+Creative/data=!4m7!3m6!1s0x14d34fc7022ed16f:0x1bc1e544760683d0!8m2!3d39.9067645!4d32.8117747!16s%2Fg%2F11w1gbry9_!19sChIJb9EuAsdP0xQR0IMGdkTlwRs?authuser=0&hl=en&rclk=1,Nestart Creative,Design agency,"Kızılırmak, Nestart Creative, 1443. Cd. No: 25B D:8, 06000 Çankaya/Ankara, Türkiye","{""Friday"":[""10 am–10 pm""],""Monday"":[""10 am–10 pm""],""Saturday"":[""10 am–10 pm""],""Sunday"":[""10 am–10 pm""],""Thursday"":[""10 am–10 pm""],""Tuesday"":[""10 am–10 pm""],""Wednesday"":[""10 am–10 pm""]}",{},https://nestartcreative.com/,+90 505 251 18 28,"WR46+PP Çankaya, Ankara, Türkiye",0,0.000000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",39.906765,32.811775,2000131791729886160,Closes soon ⋅ 10 pm ⋅ Opens 10 am Mon,,,https://lh5.googleusercontent.com/p/AF1QipPt-iVyjClBgO9t3nW23cMWT-jZPH5xP7Lu4UVj=w408-h309-k-no,Europe/Istanbul,,0x14d34fc7022ed16f:0x1bc1e544760683d0,"[{""title"":""All"",""image"":""https://lh5.googleusercontent.com/p/AF1QipPt-iVyjClBgO9t3nW23cMWT-jZPH5xP7Lu4UVj=w392-h298-k-no""},{""title"":""By owner"",""image"":""https://lh5.googleusercontent.com/p/AF1QipOrwqclYlgpkqTPOz7s2JgfDKusx2DN5yXi3Gmi=w224-h298-k-no""},{""title"":""Street View \u0026 360°"",""image"":""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NvNj3CiCcSMnjC7pMFs3rg\u0026cb_client=maps_sv.tactile.gps\u0026w=224\u0026h=298\u0026yaw=106.48706\u0026pitch=0\u0026thumbfov=100""}]",null,null,"{""link"":"""",""source"":""""}","{""id"":""112779583755268033307"",""name"":""Nestart Creative (Owner)"",""link"":""https://www.google.com/maps/contrib/112779583755268033307""}","{""borough"":""Kızılırmak"",""street"":""1443. Cd. No: 25B D:8"",""city"":""Çankaya"",""postal_code"":""06000"",""state"":""Ankara"",""country"":""TR""}",null,null,hello@nestartcreative.com
e405f804-418d-43a3-a8de-3d33268638ff,https://www.google.com/maps/place/erdesign+-+ankara+logo+tasar%C4%B1m/data=!4m7!3m6!1s0x14d3497075d5bd37:0x3077985de988206f!8m2!3d39.947291!4d32.849177!16s%2Fg%2F11pm8sl7lf!19sChIJN73VdXBJ0xQRbyCI6V2YdzA?authuser=0&hl=en&rclk=1,erdesign - ankara logo tasarım,Advertising agency,"Zübeyde Hanım, erdesign - ankara logo tasarım, Kazım Karabekir Cd. No:39/43 giriş kat, 06360 Altındağ/Ankara, Türkiye","{""Friday"":[""Open 24 hours""],""Monday"":[""Open 24 hours""],""Saturday"":[""Open 24 hours""],""Sunday"":[""Closed""],""Thursday"":[""Open 24 hours""],""Tuesday"":[""Open 24 hours""],""Wednesday"":[""Open 24 hours""]}",{},https://www.erdesignankara.com/,+90 542 673 40 74,"WRWX+WM Altındağ, Ankara, Türkiye",12,4.700000,"{""1"":1,""2"":0,""3"":0,""4"":0,""5"":11}",39.947291,32.849177,3492427565166501999,Closed ⋅ Opens 12 am Mon,,https://search.google.com/local/reviews?placeid=ChIJN73VdXBJ0xQRbyCI6V2YdzA&q=erdesign+-+ankara+logo+tasar%C4%B1m&authuser=0&hl=en&gl=PK,https://lh5.googleusercontent.com/p/AF1QipMRkiSykKMugmoVmkCINZ1I-86sjOHZZwvTntOb=w426-h240-k-no,Europe/Istanbul,,0x14d3497075d5bd37:0x3077985de988206f,"[{""title"":""All"",""image"":""https://lh5.googleusercontent.com/p/AF1QipMRkiSykKMugmoVmkCINZ1I-86sjOHZZwvTntOb=w529-h298-k-no""},{""title"":""Exterior"",""image"":""https://lh5.googleusercontent.com/p/AF1QipO7Bh3KoIQX0ql1vrSlqQAi6BU_gFGxo-vCI4Db=w529-h298-k-no""},{""title"":""Inside"",""image"":""https://lh5.googleusercontent.com/p/AF1QipMEHf14c2iph5TLECr43KJdi9W4vdJ8QbUVR5lC=w529-h298-k-no""},{""title"":""By owner"",""image"":""https://lh5.googleusercontent.com/p/AF1QipPVHP31lqlJqiU1-GeN944Fwbg6JEiOQpxA5O6x=w397-h298-k-no""},{""title"":""Street View \u0026 360°"",""image"":""https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QmQ9a4-7VKT6W0IIVggzLQ\u0026cb_client=maps_sv.tactile.gps\u0026w=224\u0026h=298\u0026yaw=308.82437\u0026pitch=0\u0026thumbfov=100""}]",null,"[{""link"":""https://chatwith.io/s/erdesignankara"",""source"":""chatwith.io""}]","{""link"":"""",""source"":""""}","{""id"":""100684460102342524485"",""name"":""erdesign - ankara logo tasarım (Owner)"",""link"":""https://www.google.com/maps/contrib/100684460102342524485""}","{""borough"":""Zübeyde Hanım"",""street"":""Kazım Karabekir Cd. No:39/43 giriş kat"",""city"":""Altındağ"",""postal_code"":""06360"",""state"":""Ankara"",""country"":""TR""}","[{""id"":""service_options"",""name"":""Service options"",""options"":[{""name"":""Online appointments"",""enabled"":true},{""name"":""On-site services"",""enabled"":true}]},{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair-accessible car park"",""enabled"":true},{""name"":""Wheelchair-accessible seating"",""enabled"":true}]}]",null,erdesignankara@gmail.com
e405f804-418d-43a3-a8de-3d33268638ff,https://www.google.com/maps/place/%C3%96rmeci+Mimarl%C4%B1k/data=!4m7!3m6!1s0x14d34744e98f5567:0x7e3a9af6e33830a8!8m2!3d39.9092161!4d32.7532219!16s%2Fg%2F11nx68m43h!19sChIJZ1WP6URH0xQRqDA44_aaOn4?authuser=0&hl=en&rclk=1,Örmeci Mimarlık,Architecture firm,"Mustafa Kemal Mah. Dumlupınar Bul. No: 274 C2 Blok Kat:13 Daire: 98, 06530 Çankaya/Ankara, Türkiye","{""Friday"":[""9 am–6 pm""],""Monday"":[""9 am–6 pm""],""Saturday"":[""9 am–6 pm""],""Sunday"":[""Closed""],""Thursday"":[""9 am–6 pm""],""Tuesday"":[""9 am–6 pm""],""Wednesday"":[""9 am–6 pm""]}",{},http://www.ormeci.com.tr/,+90 312 999 72 54,"WQ53+M7 Çankaya, Ankara, Türkiye",13,4.400000,"{""1"":2,""2"":0,""3"":0,""4"":0,""5"":11}",39.909216,32.753222,9095752782592880808,Closed ⋅ Opens 9 am Mon,,https://search.google.com/local/reviews?placeid=ChIJZ1WP6URH0xQRqDA44_aaOn4&q=%C3%96rmeci+Mimarl%C4%B1k&authuser=0&hl=en&gl=PK,https://lh5.googleusercontent.com/p/AF1QipODTQGek7C6rqwTNenqmJyV5d30keqlQK4COpiL=w408-h271-k-no,Europe/Istanbul,,0x14d34744e98f5567:0x7e3a9af6e33830a8,"[{""title"":""All"",""image"":""https://lh5.googleusercontent.com/p/AF1QipODTQGek7C6rqwTNenqmJyV5d30keqlQK4COpiL=w447-h298-k-no""},{""title"":""Inside"",""image"":""https://lh5.googleusercontent.com/p/AF1QipOhBH1BHsIM2w6Vn9-FW6zbwZFR355MGfFox1Iv=w373-h298-k-no""},{""title"":""By owner"",""image"":""https://lh5.googleusercontent.com/p/AF1QipPthLcVQ77CIIEFjZPmu93OQqnjPdirXpMABDv-=w530-h298-k-no""}]",null,null,"{""link"":"""",""source"":""""}","{""id"":""100404538762999678558"",""name"":""Örmeci Mimarlık (Owner)"",""link"":""https://www.google.com/maps/contrib/100404538762999678558""}","{""borough"":""Mustafa Kemal"",""street"":""Mustafa Kemal Mah. Dumlupınar Bul. No: 274 C2 Blok Kat:13 Daire: 98"",""city"":""Çankaya"",""postal_code"":""06530"",""state"":""Ankara"",""country"":""TR""}","[{""id"":""service_options"",""name"":""Service options"",""options"":[{""name"":""On-site services"",""enabled"":true},{""name"":""Online appointments"",""enabled"":false}]}]",null,info@ormeci.com.tr
